ingredients,instructions,time,title
"['1 ½ pounds ground beef', '1 egg, lightly beaten', '1 cup quick cooking oats', '6 ½ ounces evaporated milk', '1 teaspoon salt', '¼ teaspoon pepper', '½ teaspoon garlic powder', '1 tablespoon chili powder', '½ cup chopped onion', '1 cup ketchup', '¼ teaspoon minced garlic', '1 cup brown sugar', '¼ cup chopped onion', '1 tablespoon liquid smoke flavoring']","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium baking dish.
In a bowl, mix beef, egg, oats, evaporated milk, salt, pepper, garlic powder, chili powder, and 1/2 cup onion. Form into 1 1/2 inch balls and arrange in a single layer in the baking dish.
In a separate bowl, mix ketchup, garlic, sugar, 1/4 cup onion, and liquid smoke. Pour evenly over the meatballs.
Bake uncovered 1 hour in the preheated oven, until the minimum internal temperature of a meatball reaches 160 degrees F (72 degrees C).",75,BBQ Glazed Homemade Meatballs
"['1 (16 ounce) package fettuccine pasta', '⅓ cup chopped fresh cilantro', '2 tablespoons minced garlic', '2 tablespoons minced jalapeno peppers', '3 tablespoons butter', '½ cup chicken stock', '3 tablespoons tequila', '2 tablespoons fresh lime juice', '3 tablespoons soy sauce', '1 ¼ pounds skinless, boneless chicken breast halves - cubed', '¼ red onion, sliced', '1 red bell pepper, thinly sliced', '½ yellow bell pepper, thinly sliced', '½ green bell pepper, sliced', '1 ½ cups heavy whipping cream']","In a medium saucepan, saute the cilantro, garlic and jalapeno pepper in 2 tablespoons of butter or margarine over medium heat for 4 to 5 minutes. Add the stock, tequila and lime juice. Bring the mixture to a boil and cook until reduced to a paste-like consistency. Set aside.
Pour soy sauce over the chicken and set aside for 5 minutes. Meanwhile, In a medium sized skillet, saute the onion and the red, green and yellow bell peppers with the remaining tablespoon of butter or margarine, stirring occasionally.
Meanwhile, cook fettuccini according to package directions.
When the peppers have wilted, add the chicken and soy sauce. Toss and add the reserved tequila/lime paste and cream. Bring to a boil. Gently simmer until chicken is cooked through and sauce is thick. Toss with well drained fettuccini and garnish with cilantro. Serve.",0,Chicken Tequila Fettuccini
"['¾ cup butter', '2 cloves garlic, minced', '1 cup dry bread crumbs', '⅓ cup grated Parmesan cheese', '2 tablespoons chopped fresh thyme', '2 tablespoons chopped fresh basil', '2 tablespoons chopped fresh oregano', '¼ teaspoon pepper', '½ teaspoon salt', '6 (4 ounce) skinless, boneless chicken breast halves']","Preheat oven to 350 degrees F (175 degrees C).
Melt the butter with the garlic in a saucepan over medium heat. When the butter starts to bubble, remove from the heat and allow to cool slightly. Stir the breadcrumbs together with the Parmesan cheese, thyme, basil, oregano, pepper, and salt in a bowl. Dip the chicken breasts in the butter, then press into the seasoned bread crumbs. Place the chicken into a 9x13 inch baking dish.
Bake in the preheated oven until the chicken is golden brown and no longer pink in the center, 50 to 55 minutes.",85,Baked Parmesan-Crusted Chicken
"['1 (12 inch) pre-baked pizza crust', '1 cup spicy barbeque sauce', '2 skinless boneless chicken breast halves, cooked and cubed', '½ cup chopped fresh cilantro', '1 cup sliced pepperoncini peppers', '1 cup chopped red onion', '2 cups shredded Colby-Monterey Jack cheese']","Preheat oven to 350 degrees F (175 degrees C).
Place pizza crust on a medium baking sheet. Spread the crust with barbeque sauce. Top with chicken, cilantro, pepperoncini peppers, onion, and cheese.
Bake in the preheated oven for 15 minutes, or until cheese is melted and bubbly.",45,BBQ Chicken Pizza
"['1 (8 ounce) package lasagna noodles', '3 cups heavy cream', '2 (10.75 ounce) cans condensed cream of mushroom soup', '1 cup grated Parmesan cheese', '¼ cup butter', '1 tablespoon olive oil', '½ large onion, diced', '4 cloves garlic, sliced', '5 mushrooms, diced', '1 roasted chicken, shredded', 'salt and ground black pepper to taste', '1 cup ricotta cheese', '1 bunch fresh spinach, rinsed', '3 cups shredded mozzarella cheese']","Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Cook lasagna noodles for 8 to 10 minutes, or until al dente. Drain, and rinse with cold water.
In a saucepan over low heat, mix together heavy cream, cream of mushroom soup, Parmesan cheese, and butter. Simmer, stirring frequently, until well blended.
Heat the olive oil in a skillet over medium heat. Cook and stir the onion in olive oil until tender, then add garlic and mushrooms. Mix in the chicken, and cook until heated through. Season with salt and pepper.
Lightly coat the bottom of a 9x13 inch baking dish with enough of the cream sauce mixture to coat. Layer with 1/3 of the lasagna noodles, 1/2 cup ricotta, 1/2 of the spinach, 1/2 the chicken mixture, and 1 cup mozzarella. Top with 1/3 the cream sauce mixture, and repeat the layers. Place the remaining noodles on top, and spread with remaining sauce.
Bake 1 hour in the preheated oven, or until brown and bubbly. Top with the remaining mozzarella, and continue baking until cheese is melted and lightly browned.",120,Chicken and Spinach Alfredo Lasagna
"['⅓ cup butter', '1 onion, chopped', '⅓ cup all-purpose flour', '1 ½ cups chicken broth', '⅔ cup milk', '½ teaspoon salt', '¼ teaspoon ground black pepper', '1 cup frozen green peas', '1 cup frozen diced carrots', '2 cups cooked, shredded chicken meat', '2 cups all-purpose flour', '2 ½ teaspoons baking powder', '¾ teaspoon salt', '5 tablespoons shortening', '¾ cup milk']","Preheat oven to 450 degrees F (230 degrees C). Butter a 2-quart casserole dish.
In a large saucepan, saute chopped onion in the butter. Stir in flour and cook for 1 minute. Add chicken broth and milk. Heat to boiling, stirring constantly. Reduce heat to medium and cook and stir for 2 minutes more. Season with salt and pepper. Add frozen peas and carrots and cooked chicken. Pour into prepared casserole dish.
In a medium bowl, mix together 2 cups flour, baking powder, and 3/4 teaspoon salt. Cut in shortening until mixture is crumbly. Stir in milk just until dough is moistened, then drop by spoonfuls onto chicken mixture.
Bake at 450 degrees F (230 degrees C) for 12 to 15 minutes, or until biscuits are golden brown, and cooked on the bottom. This tends to bubble over so I place a piece of aluminum foil under the pan to catch the drips.",45,Chicken Biscuit Pie
"['4 pounds chuck roast', '1 (4 ounce) can green chile peppers, chopped', '2 tablespoons chili powder', '½ teaspoon dried oregano', '½ teaspoon ground cumin', '2 cloves garlic, minced', 'salt to taste']","Preheat oven to 300 degrees F (150 degrees C).
Place roast on heavy foil large enough to enclose the meat. In a small bowl, combine the green chile peppers, chili powder, oregano, cumin, garlic and salt to taste. Mix well and rub over the meat.
Totally wrap the meat in the foil and place in a roasting pan.
Bake at 300 degrees F (150 degrees C) for 3 1/2 to 4 hours, or until the roast just falls apart with a fork. Remove from oven and shred using two forks.",250,Ronaldo's Beef Carnitas
"['1 tablespoon olive oil', '1 onion, diced', '2 cloves garlic, minced', '1 bell pepper, chopped', '2 (14.5 ounce) cans black beans, rinsed, drained, and mashed', '2 tablespoons yellow cornmeal', '1 1/2 tablespoons cumin', '1 teaspoon paprika', '1 teaspoon cayenne pepper', '1 teaspoon chili powder', '1 cup salsa']","Heat olive oil in a medium skillet over medium heat. Stir in onion, garlic, and bell pepper; cook until tender. Stir in mashed beans. Add the cornmeal. Mix in cumin, paprika, cayenne, chili powder, and salsa. Cover, and cook 5 minutes.",30,Vegan Bean Taco Filling
"['1 tablespoon canola oil', '1 (4 pound) boneless pork loin roast', 'salt and pepper to taste', 'all-purpose flour for dredging', '¾ cup maple syrup', '¾ cup ketchup', '⅓ cup water', '1 tablespoon minced garlic']","Preheat oven to 350 degrees F (175 degrees C).
Heat the oil in a large skillet over medium-high heat until smoking. Meanwhile, season the pork roast with salt and pepper, then dredge in flour, and shake off excess. Sear in hot oil until browned on all sides, about 1 minute per side.
Place onto a large sheet of aluminum foil set on top of a baking sheet; set aside. Stir together the maple syrup, ketchup, water, and garlic. Pour 3/4 of this sauce over the pork. Fold the foil over the pork, and seal to form a packet.
Bake in preheated oven until the internal temperature reaches 170 degrees F (75 degrees C), about 2 hours. Carefully open up the foil packet, and broil for a few minutes until the sauce glazes the meat. Serve with remaining sauce.",140,Maple Baked Pork Loin Roast
"['½ cup coconut milk', '1 clove garlic, minced', '1 teaspoon curry powder', '1 ½ teaspoons brown sugar', '½ teaspoon salt', '½ teaspoon ground black pepper', '¾ pound skinless, boneless chicken breast halves - cut into 1 inch strips', '1 cup coconut milk', '1 tablespoon curry powder', '½ cup creamy peanut butter', '¾ cup chicken stock', '¼ cup brown sugar', '2 tablespoons lime or lemon juice', '1 teaspoon soy sauce', 'Salt to taste', '10 (6 inch) wooden skewers, or as needed, soaked in water for 30 minutes']","Stir together 1/2 cup coconut milk, garlic, 1 teaspoon curry powder, brown sugar, salt, and pepper until the sugar has dissolved. Toss marinade with the chicken, cover, and marinate for at least 2 hours.
Bring 1 cup coconut milk, 1 tablespoon curry powder, peanut butter, chicken stock, and 1/4 cup brown sugar to a simmer in a saucepan over medium-high heat. Simmer for 5 minutes, stirring constantly, until smooth and thickened. Remove from heat and stir in lime juice and soy sauce; season to taste with salt.
Preheat a grill for medium-high heat.
Thread marinated chicken onto skewers, then grill 4 to 5 minutes per side, or until cooked through. Serve with warm peanut sauce.",165,Easy Chicken Satay
"['1 tablespoon butter', '⅔ cup barbeque sauce', '1 tablespoon Worcestershire sauce', '⅔ teaspoon garlic powder', '1 ½ pounds skinless, boneless chicken pieces - cut into 1/2-inch strips']","Melt butter in a saucepan over medium heat. Stir barbeque sauce, Worcestershire sauce, and garlic powder together with the melted butter. Stir chicken into the sauce mixture to coat.
Place cover on saucepan and simmer until the chicken pieces are cooked through and no longer pink in the middle, 3 to 5 minutes. Remove cover and spoon sauce over chicken pieces; continue cooking until sauce thickens, about 4 minutes more.",15,Emergency Chicken
"['4 slices bacon, cut into 1/2-inch pieces', '3 ½ pounds beef short ribs', 'salt and ground black pepper to taste', '6 sprigs fresh thyme, leaves stripped', '1 bay leaf', '1 onion, diced', '3 cloves garlic, minced', '2 tablespoons all-purpose flour', '1 cup dry sherry', '1 quart beef broth']","Preheat oven to 350 degrees F (175 degrees C).
Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Transfer crisped bacon with a slotted spoon to a Dutch oven. Retain bacon drippings in the skillet.
Generously season short ribs with salt and pepper.
Heat bacon drippings in the same skillet over high heat. Cook short ribs in hot bacon fat until browned and caramelized on all sides, 3 to 5 minutes per side. Transfer ribs to the Dutch oven, reserving drippings in the skillet. Add thyme and bay leaf to the ribs mixture.
Reduce heat under the same skillet to medium. Cook and stir onion in the skillet until soft and golden, 5 to 10 minutes. Add garlic; cook and stir until fragrant, about 30 seconds.
Whisk flour into onion mixture and stir until the mixture becomes paste-like and light golden brown, 1 to 3 minutes.
Pour sherry into onion mixture; cook until thick and hot, about 2 minutes. Pour onion-sherry mixture into Dutch oven; add beef broth and salt to taste. Bring ribs mixture to a simmer and cover the Dutch oven with a lid.
Transfer Dutch oven to the preheated oven and cook until short ribs are fork tender, about 2 hours. Remove ribs to a serving dish, reserving sauce in the pot.
Set Dutch oven high heat and boil sauce until reduced and slightly thickened, about 10 minutes. Spoon reduced sauce over ribs.",175,Sherry Braised Beef Short Ribs
"['50 small clams in shell, scrubbed', '2 tablespoons extra virgin olive oil', '6 cloves garlic, minced', '1 cup white wine', '2 tablespoons butter', '1/2 cup chopped fresh parsley']","Wash clams to remove any dirt or sand.
In a large pot, heat oil over medium heat. Add garlic; saute for 1 minute, or until tender. Pour in the white wine. Boil until wine has reduced to half its original volume.
Add clams, cover, and steam till clams start to open. Add butter, cover, and cook till most or all of the clams open. Discard any that do not open. Transfer clams and juice to 2 large bowls. Sprinkle with parsley. Serve.",50,Scott Ure's Clams And Garlic
"['2 tablespoons olive oil', '3 cloves garlic, minced', '4 cups diced tomatoes', '1 cup dry white wine', '2 tablespoons butter', 'salt and black pepper to taste', '1 (16 ounce) package linguine pasta', '1 pound peeled and deveined medium shrimp', '1 teaspoon Cajun seasoning', '2 tablespoons olive oil']","Heat 2 tablespoons of olive oil in a large saucepan over medium heat. Stir in the garlic; cook 2 minutes. Add the tomatoes, and wine. Bring to a simmer and cook 30 minutes, stirring frequently. Once the tomatoes have simmered into a sauce, stir in the butter and season with salt and pepper.
Fill a large pot with lightly-salted water; bring to a rolling boil; stir in the linguine and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through but is still firm to the bite, about 11 minutes. Drain well in a colander set in the sink.
Season the shrimp with the Cajun seasoning, salt, and pepper. Heat the remaining 2 tablespoons of olive oil in a large skillet over medium-high heat. Stir in the shrimp and cook until pink on the outside and no longer translucent in the center, about 5 minutes. Stir the shrimp into the pasta sauce, then stir the sauce into the linguine to serve.",55,Linguine Pasta with Shrimp and Tomatoes
"['8 ounces pasta', '1/2 cup olive oil', '3 cloves garlic, minced', '2 cups chopped tomatoes, pushed through a sieve', '4 anchovy filets, rinsed and chopped', '2 tablespoons tomato paste', '3 tablespoons capers', '20 Greek olives, pitted and coarsely chopped', '1/2 teaspoon crushed red pepper flakes']","Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water for 8 to 10 minutes or until al dente; drain.
Heat oil in a skillet over low heat; cook garlic in oil until golden. Add sieved tomatoes, and cook 5 minutes. Stir in anchovies, tomato paste, capers, olives, and red pepper flakes. Cook 10 minutes, stirring occasionally.
Toss pasta with sauce, and serve.",40,Puttanesca I
"['1 tablespoon olive oil', '1 jalapeno pepper, chopped', '2 cloves garlic, chopped', '1 (15 ounce) can black beans, rinsed and drained', '1 (14.5 ounce) can fire-roasted diced tomatoes', '1 cup yellow corn', '1 cup quinoa', '1 cup chicken broth', '1 tablespoon red pepper flakes, or to taste', '1 1/2 teaspoons chili powder', '1/2 teaspoon cumin', '1 pinch kosher salt and ground black pepper to taste', '1 avocado - peeled, pitted, and diced', '1 lime, juiced', '2 tablespoons chopped fresh cilantro']","Heat oil in a large skillet over medium-high heat. Saute jalapeno pepper and garlic in hot oil until fragrant, about 1 minute.
Stir black beans, tomatoes, yellow corn, quinoa, and chicken broth into skillet; season with red pepper flakes, chili powder, cumin, salt, and black pepper. Bring to a boil, cover the skillet with a lid, reduce heat to low, and simmer until quinoa is tender and liquid is mostly absorbed, about 20 minutes. Stir avocado, lime juice, and cilantro into quinoa until combined.",40,One Skillet Mexican Quinoa
"['⅓ cup lite soy sauce', '¼ cup sesame oil', '2 tablespoons Worcestershire sauce', '⅛ cup packed light brown sugar', '3 green onions, chopped', '4 cloves garlic, crushed', '1 ½ tablespoons Asian chile paste', '1 ½ teaspoons pepper', '1 (2 pound) fat-trimmed pork tenderloin']","Pour into a medium bowl the soy sauce, sesame oil, and Worcestershire sauce. Then whisk in brown sugar,  green onions, garlic, chile paste, and pepper. Place the tenderloin in a shallow dish. Pour sauce over tenderloin, turning the meat a few times to coat. Cover dish, and refrigerate at least 8 hours.
Preheat oven to 450 degrees F (230 degrees C). Transfer pork with marinade into an aluminum foil-lined baking pan.
Roast in a preheated oven 25 to 30 minutes. Remove, and let stand 5 to 10 minutes before carving.",525,Asian Pork Tenderloin
"['1 1/2 pounds flounder fillets', '1 cup crabmeat - drained, flaked and cartilage removed', '1 tablespoon finely chopped green bell pepper', '1/4 teaspoon ground dry mustard', '1/4 teaspoon Worcestershire sauce', '1/4 teaspoon salt', 'ground white pepper, to taste', '3 crushed saltine crackers', '1 egg white', '1 tablespoon mayonnaise', '1/4 cup butter, melted', '1 egg yolk', '5 tablespoons mayonnaise', '1/2 teaspoon paprika', '1 tablespoon dried parsley']","Preheat oven to 400 degrees F (200 degrees C). Rinse the fillets and pat dry with paper towels.
Combine crab meat, green pepper, mustard powder, Worcestershire sauce, salt, white pepper and the crushed saltines. Combine the egg white and 1 tablespoon mayonnaise. Stir this into the crab meat mixture.
Brush the flounder fillets with melted butter. Place in a lightly greased, shallow baking dish. Spoon the crab mixture over the fillets and drizzle with any remaining butter.
Bake the fillets at 400 degrees for 15 minutes.
While the fish is baking, lightly beat the egg yolk in a small bowl. Stir in 5 tablespoons of mayonnaise. Remove fish from oven and spread this mixture over the stuffing; sprinkle with paprika and parsley.
Increase oven temperature to 450 degrees and bake until golden and bubbly, about 6 minutes.",31,Crab Stuffed Flounder
"['1 (12 pound) whole turkey, neck and giblets removed', '1/2 cup butter, cubed', '2 apples, cored and halved', '1 tablespoon garlic powder', 'salt and pepper to taste', '2/3 (750 milliliter) bottle Champagne']","Preheat oven to 350 degrees F (175 degrees C).
Rinse turkey, and pat dry. Gently loosen turkey breast skin, and insert pieces of butter between the skin and breast. Place apples inside the turkey's cavity. Sprinkle with garlic powder, salt, and pepper. Place turkey in a roasting bag, and pour Champagne over the inside and outside of the bird. Close bag, and place turkey in a roasting pan.
Bake turkey 3 to 3 1/2 hours in the preheated oven, or until the internal temperature is 180 degrees F (85 degrees C) when measured in the meatiest part of the thigh. Remove turkey from bag, and let stand for at least 20 minutes before carving.",250,The World's Best Turkey
"['1 quart cold water', '1/4 cup salt', '1/3 cup maple syrup', '3 cloves garlic, crushed', '3 tablespoons chopped fresh ginger', '2 teaspoons dried rosemary', '1 tablespoon cracked black pepper', '1/2 teaspoon red pepper flakes', '1 (2 1/2 pound) boneless pork loin roast', 'salt and freshly ground black pepper', '1 tablespoon vegetable oil', '2 tablespoons maple syrup', '2 tablespoons Dijon mustard']","Mix water, salt, 1/3 cup maple syrup, garlic, ginger, rosemary, black pepper, and red pepper flakes in a large bowl. Place pork loin in brine mixture and refrigerate for 8 to 10 hours.
Remove pork from brine, pat dry, and season all sides with salt and black pepper.
Preheat oven to 325 degrees F (165 degrees C).
Heat vegetable oil in an oven-proof skillet over high heat. Cook pork, turning to brown each side, about 10 minutes total.
Transfer skillet to the oven and roast until pork is browned, about 40 minutes.
Mix 2 tablespoons maple syrup and Dijon mustard together in a small bowl.
Remove pork roast from the oven and spread maple syrup mixture on all sides. Cook for an additional 15 minutes, until the pork is no longer pink in the center. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).",560,Maple-Brined Pork Loin
"['2 cups coarse kosher salt', '4 pounds prime rib roast', '1 tablespoon ground black pepper', '1 tablespoon seasoning salt']","Preheat oven to 210 degrees F (100 degrees C).
Cover the bottom of a roasting pan with a layer of kosher salt. Place the roast, bone side down, on the salt. Season the meat with the ground black pepper and seasoning salt, then cover completely with kosher salt.
Roast in preheated oven for 4 to 5 hours, or until the internal temperature of the meat reaches 145 degrees F (63 degrees C).
Remove from oven and let rest for 30 minutes. This sets the juices and makes the roast easier to carve. (Note: Be sure to remove all the salt from the roast before serving.)",280,Kosher Salt Encrusted Prime Rib Roast
"['1 ½ pounds ground beef', '1 cup dry bread crumbs', '1 teaspoon salt', '¼ teaspoon ground black pepper', '2 eggs', '1 teaspoon dried minced onion', '1 (15 ounce) can tomato sauce', '2 tablespoons brown sugar', '2 tablespoons cider vinegar', '½ cup white sugar', '2 teaspoons prepared mustard']","Preheat oven to 350 degrees F (175 degrees C).
In a large bowl, combine the ground beef, bread crumbs, salt, ground black pepper, eggs, onion flakes and 1/2 of the can of tomato sauce. Mix together well and place into a 5x9 inch loaf pan.
Push the meatloaf down into the pan forming a well for the sauce around all the edges.
Bake at 350 degrees F (175 degrees C) for 40 minutes.
Meanwhile, in a small saucepan over medium heat, combine the remaining tomato sauce, brown sugar, vinegar, white sugar and mustard. Bring to a boil and remove from heat.
After meatloaf has cooked for 40 minutes, remove from oven and pour sauce over the top of the meatloaf.
Return to oven and bake at 350 degrees F (175 degrees C) for 20 more minutes. Let sit 5 minutes before removing from pan.",70,Sweet and Sour Meatloaf
"['4 cloves garlic, minced', '1 teaspoon kosher salt', '1 pound ground lamb', '3 tablespoons grated onion', '3 tablespoons chopped fresh parsley', '1 tablespoon ground coriander', '1 teaspoon ground cumin', '1/2 tablespoon ground cinnamon', '1/2 teaspoon ground allspice', '1/4 teaspoon cayenne pepper', '1/4 teaspoon ground ginger', '1/4 teaspoon ground black pepper', '28 bamboo skewers, soaked in water for 30 minutes']","Mash the garlic into a paste with the salt using a mortar and pestle or the flat side of a chef's knife on your cutting board. Mix the garlic into the lamb along with the onion, parsley, coriander, cumin, cinnamon, allspice, cayenne pepper, ginger, and pepper in a mixing bowl until well blended. Form the mixture into 28 balls. Form each ball around the tip of a skewer, flattening into a 2 inch oval; repeat with the remaining skewers. Place the kebabs onto a baking sheet, cover, and refrigerate at least 30 minutes, or up to 12 hours.
Preheat an outdoor grill for medium heat, and lightly oil grate.
Cook the skewers on the preheated grill, turning occasionally, until the lamb has cooked to your desired degree of doneness, about 6 minutes for medium.",80,Kofta Kebabs
"['6 small potatoes, peeled and cubed', '3 tablespoons butter', '2 cups cubed fully cooked ham', '1 small onion, finely chopped', '¼ cup butter', '3 tablespoons all-purpose flour', '1 ½ cups milk', 'salt and ground black pepper to taste', '1 (8 ounce) package shredded Cheddar cheese', '¼ cup bread crumbs']","Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain.
Preheat oven to 350 degrees F (175 degrees C).
Grease a 1 1/2-quart baking dish.
Melt 3 tablespoons butter in a skillet over medium heat. Stir in the ham and onion; cook and stir until the onion has softened and turned translucent, about 5 minutes.
Stir potatoes into ham mixture; transfer to the prepared baking dish.
Melt 1/4 cup butter in a saucepan over medium heat. Stir flour into melted butter until smooth.
Gradually whisk milk into flour mixture; season with salt and black pepper. Continue cooking and stirring until thickened, about 2 minutes.
Reduce heat to medium-low and stir Cheddar cheese into the white sauce until melted.
Pour sauce over ham and potatoes.
Sprinkle bread crumbs atop casserole.
Bake in the preheated oven until sauce is bubbly and browned, 25 to 30 minutes.",75,Leftover Ham -n- Potato Casserole
"['1 teaspoon olive oil', '2 cups sliced mushrooms', '2 tablespoons olive oil', '6 (3/4 inch thick) pork loin chops', '2 cloves garlic, crushed', '1 cup chopped onion', '1 (14.5 ounce) can diced Italian tomatoes, undrained', '1 teaspoon dried basil', '½ teaspoon dried oregano', '½ teaspoon salt', '¼ teaspoon ground black pepper', '½ cup water, if necessary', '1 large green bell pepper, cut in 6 pieces']","Heat 1 teaspoon olive oil in a skillet over medium heat. Stir in mushrooms; cook and stir until mushrooms are tender, 5 to 7 minutes. Transfer the mushrooms to a bowl and set aside.
Heat the remaining 2 tablespoons olive oil in the skillet over medium heat. Add the pork chops, browning on both sides, 7 to 10 minutes. Place the pork chops on a plate, then drain all but 1 tablespoon of drippings from the skillet. Stir in the garlic and onion; cook and stir until the onion has softened and turned translucent, about 5 minutes.
Pour in the tomatoes, then season with basil, oregano, salt, and pepper. Transfer the pork chops back to the skillet; cover and simmer until the pork chops are tender and no longer pink in the center, about 45 minutes. Stir in some water if the mixture becomes too dry. Place the bell pepper on top of the pork, then add the reserved mushrooms. Continue to simmer until the bell pepper is tender, 5 to 10 minutes.",85,Pork Chops Italiano
"['4 (4 ounce) fillets salmon', '1/4 cup peanut oil', '2 tablespoons soy sauce', '2 tablespoons balsamic vinegar', '2 tablespoons thinly sliced green onion', '1 1/2 teaspoons brown sugar', '1 clove garlic, minced', '3/4 teaspoon ground ginger', '1/2 teaspoon crushed red pepper flakes', '1/2 teaspoon sesame oil', '1/8 teaspoon salt']","Whisk together peanut oil, soy sauce, balsamic vinegar, green onions, garlic, brown sugar, ginger, red chile flakes, sesame oil, and salt. Place fish in a glass dish, and pour marinade over all. Cover with plastic wrap, and refrigerate for 4 to 6 hours.
Preheat barbecue or gas grill.
Oil the grill rack, and adjust height to 5 inches from coals. Remove salmon from marinade, and place on grill. Grill for 10 minutes per inch of thickness, measured at thickest part, or until fish just flakes when tested with a fork. Turn halfway through cooking.",390,Grilled Salmon II
"['2 (1 pound) pork tenderloins', '1 teaspoon garlic powder', '1 teaspoon salt', '1 teaspoon ground black pepper', '1 cup barbeque sauce']","Prepare grill for indirect heat.
Season meat with garlic powder, salt, and pepper.
Lightly oil grate. Place tenderloin on grate, and position drip pan under meat. Cook over indirect heat for 30 minutes.
Brush tenderloin with barbeque sauce. Continue cooking for 15 minutes, or until an instant-read thermometer inserted into the center reads 145 degrees F (63 degrees C). Allow pork to rest for 10 minutes. Slice pork, and serve with additional barbeque sauce for dipping.",55,Grilled Pork Tenderloin
"['For Burger:', '1 (16 ounce) can salmon, drained and flaked', '2 eggs', '1/4 cup chopped fresh parsley', '2 tablespoons finely chopped onion', '1/4 cup Italian seasoned dry bread crumbs', '2 tablespoons lemon juice', '1/2 teaspoon dried basil', '1 pinch red pepper flakes', '1 tablespoon vegetable oil', 'For Dressing:', '2 tablespoons light mayonnaise', '1 tablespoon lemon juice', '1 pinch dried basil']","In a medium bowl, mix together the salmon, eggs, parsley, onion, breadcrumbs, 2 tablespoons of lemon juice, 1/2 teaspoon of basil, and red pepper flakes. Form into 6 firmly packed patties, about 1/2 inch thick.
Heat the oil in a large skillet over medium heat. When the oil is hot, add the patties, and cook for 4 minutes per side, or until nicely browned.
In a small bowl, mix together the mayonnaise, 1 tablespoon of lemon juice and a pinch of basil. Use as a sauce for your patties.",20,Yummy Lemon Salmon Burgers
"['2 (9 inch) deep dish frozen pie crusts, thawed', '1 (15 ounce) can mixed vegetables, drained', '2 cups cooked, diced chicken breast', '1 (10.75 ounce) can condensed cream of chicken soup', '½ cup milk']","Preheat oven to 350 degrees F (175 degrees C).
In a bowl combine the mixed vegetables, chicken, cream of chicken soup and milk. Pour mixture into one of the pie crusts. Turn the other crust over and pop out of the tin onto the top of the filled pie. Seal the edges and poke holes in top crust.
Bake at 350 degrees F (175  degrees C) for 30 minutes or until crust is golden brown.",40,Easy Chicken Pot Pie
"['1 pinch salt', '½ cup all-purpose flour', '2 (6 ounce) skinless, boneless chicken breast halves', '2 tablespoons olive oil', '¼ cup dry white wine', '¼ cup lemon juice', '¼ cup cold unsalted butter, cut into pieces', '2 tablespoons capers, drained', '2 lemon wedges']","Mix together salt and flour in a small dish or plastic bag, then coat chicken and shake off excess. Heat olive oil in a skillet over medium-high heat. Shake excess flour from chicken, then brown in hot oil until both sides are golden-brown, and the inside has turned white and firm, 3 to 4 minutes per side.
Remove the chicken, and set aside in a warm place. Pour white wine into the skillet, and allow to boil as you dissolve the cooked bits from the bottom of the pan. Add the lemon juice, and allow to come to a boil, cook for a few minutes until reduced by half.
Sprinkle the cubed butter into the boiling sauce. Swirl and shake the pan vigorously to dissolve the butter, thus thickening the sauce. The butter must never come to rest, or the sauce will separate and become oily. Once the butter has completely incorporated, remove from heat and stir in capers.
To serve, pour lemon-caper sauce over the chicken, and serve with a wedge of lemon.",30,Chicken with Lemon-Caper Sauce
"['½ onion, minced', '2 tablespoons olive oil', '3 cloves garlic, minced', '1 pound ground beef', '1 cup whole milk ricotta cheese', '¼ cup packed chopped Italian parsley', '1 egg, beaten', '1 ½ teaspoons kosher salt', '½ teaspoon freshly ground black pepper', '1 pinch cayenne pepper, or to taste', '⅓ cup dry bread crumbs', '2 tablespoons olive oil', '1 (28 ounce) jar marinara sauce', '1 cup water']","Saute onion in 2 tablespoons olive oil in a skillet over medium heat until onion is translucent, about 5 minutes. Stir garlic into onion and turn off heat. Transfer onion mixture to a large mixing bowl.
Stir ground beef, ricotta cheese, parsley, egg, kosher salt, black pepper, and cayenne pepper with onion mixture until almost combined; stir in bread crumbs and continue to mix until thoroughly blended.
Roll about 2 tablespoons of mixture into a 1-inch ball for each meatball. Pour 2 tablespoons olive oil in same skillet used to cook onions. Place skillet over medium heat and brown meatballs on all sides in hot oil, about 5 minutes. Hold a crumpled paper towel in a tongs and use it to remove excess grease from skillet.
Pour marinara sauce and water over meatballs in skillet. Stir to combine and bring to a simmer. Reduce heat to medium-low and simmer, stirring occasionally, until meatballs are cooked through and no longer pink in the center, about 30 minutes.",60,Chef John's Ricotta Meatballs
